,Ticker,Name,Market,Panel,Sector,Sub-Sector,Comment,Name(EN),Company Code(12),Ticker(4),Ticker(5),Ticker(12),Sector Code,Sub-Sector Code,Panel Code,Idx
570,نبروج,نساجی بروجرد,پایه نارنجی,بازار پایه نارنجی فرابورس,منسوجات,آماده سازی و ریسندگی نخ، پارچه بافی,-,Borujerd Textile,IRO7BRTP0002,BRTP,BRTP1,IRO7BRTP0001,17,1711,7,1571
571,ولیز,لیزینگ ایران,پایه زرد,بازار پایه زرد فرابورس,سایر واسطه گریهای مالی,لیزینگ مالی, لغو پذیرش شده,Leasing Iran,IRO7LZIN0005,LZIN,LZIN1,IRO7LZIN0001,58,5891,7,1572
572,آینده,بازرگانی آینده سازان بهشت پارس,پایه نارنجی,بازار پایه نارنجی فرابورس,زراعت و خدمات وابسته,پرورش محصولات و باغبانی, قانون احکام دائمی برنامه های توسعه کشور,Behesht Pars Co,IRO7BHEP0001,BHEP,BHEP1,IRO7BHEP0001,1,111,7,1573
573,تفارس,تامین سرمایه خلیج فارس,پایه زرد,بازار پایه زرد فرابورس,فعالیتهای کمکی به نهادهای مالی واسط,بجز تامین وجوه بیمه و بازنشستگی, قانون احکام دائمی برنامه های توسعه کشور,Persian Golf Inv.,IRO7PGOP0004,PGOP,PGOP1,IRO7PGOP0001,67,6719,7,1574
574,ودانا,سرمایه گذاری دانایان,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, قانون احکام دائمی برنامه های توسعه کشور,Danayan Co,IRO7DANP0005,DANP,DANP1,IRO7DANP0001,56,5699,7,1575
575,تکنار,مجتمع معادن مس تکنار,پایه زرد,بازار پایه زرد فرابورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن, قانون احکام دائمی برنامه های توسعه کشور,Taknar Copper,IRO7NARP0009,NARP,NARP1,IRO7NARP0001,13,1320,7,1576
576,داراب,پتروشیمی داراب,پایه زرد,بازار پایه زرد فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود, قانون احکام دائمی برنامه های توسعه کشور,Darab Petro.,IRO7PDRP0004,PDRP,PDRP1,IRO7PDRP0001,44,4411,7,1577
577,تمحرکه,ماشین سازی نیرو محرکه,پایه زرد,بازار پایه زرد فرابورس,ماشین آلات و تجهیزات,تولید تجهیزات بالابر و جابجایی, لغو پذیرش شده,Niro Mohareke,IRO7NMTP0003,NMTP,NMTP1,IRO7NMTP0001,29,2915,7,1578
578,فسا,پتروشیمی فسا,پایه زرد,بازار پایه زرد فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود, قانون احکام دائمی برنامه های توسعه کشور,Fasa Petro.,IRO7PFSP0001,PFSP,PFSP1,IRO7PFSP0001,44,4411,7,1579
579,جهرم,پتروشیمی جهرم,پایه زرد,بازار پایه زرد فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود, قانون احکام دائمی برنامه های توسعه کشور,Jahrom Petro.,IRO7PJHP0000,PJHP,PJHP1,IRO7PJHP0001,44,4411,7,1580
580,حرهشا,رهشاد سپاهان (سهامی عام,پایه زرد,بازار پایه زرد فرابورس,حمل ونقل، انبارداری و ارتباطات,سایر حمل و نقلهای زمینی برنامه ریزی شده, لغو پذیرش شده,Rahshad,IRO7RAHP0007,RAHP,RAHP1,IRO7RAHP0001,60,6021,7,1581
581,وحافظ,بیمه حافظ,پایه زرد,بازار پایه زرد فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,بیمه غیرزندگی, مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,Hafez Ins.,IRO7HFZP0002,HFZP,HFZP1,IRO7HFZP0001,66,6603,7,1582
582,سخواف,سیمان مجد خواف,پایه زرد,بازار پایه زرد فرابورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ, قانون احکام دائمی برنامه های توسعه کشور,Majd Khaf,IRO7SEKP0007,SEKP,SEKP1,IRO7SEKP0001,53,5394,7,1583
583,آرمان,بیمه آرمان,پایه زرد,بازار پایه زرد فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,فعالیتهای مالی و اجرائی, قانون احکام دائمی برنامه های توسعه کشور,Arman Insurance,IRO7ARMP0000,ARMP,ARMP1,IRO7ARMP0001,66,6611,7,1584
584,ولقمان,سرمایه گذاری لقمان,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,Loghman Investment,IRO7LOIP0006,LOIP,LOIP1,IRO7LOIP0001,56,5699,7,1585
585,قتربت,قند تربت حیدریه,پایه زرد,بازار پایه زرد فرابورس,قند و شکر,تولید شکر,-,Torbat Sugar,IRO7TSUP0008,TSUP,TSUP1,IRO7TSUP0001,38,3842,7,1586
586,خعمرا,توسعه و عمران شهرستان نائین,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,قطعات یدکی و جانبی وسایل نقلیه موتوری, قانون احکام دائمی برنامه های توسعه کشور,Touse Omran Naeen,IRO7TONP0001,TONP,TONP1,IRO7TONP0001,34,3430,7,1587
587,تاتمس,کارخانجات صنعتی وتولیدی اتمسفر,پایه زرد,بازار پایه زرد فرابورس,ماشین آلات و تجهیزات,تولید اجاق، کوره و مشعل کوره, لغو پذیرش شده,Atmosphere,IRO7ATMP0008,ATMP,ATMP1,IRO7ATMP0001,29,2914,7,1588
588,حاریا,کشتیرانی آریا,پایه نارنجی,بازار پایه نارنجی فرابورس,حمل و نقل آبی,حمل و نقل دریایی وحمل ونقل درآبهای ساحلی, قانون احکام دائمی برنامه های توسعه کشور/عدم اظهارنظر,Arya Shipping,IRO7ARAP0004,ARAP,ARAP1,IRO7ARAP0001,61,6110,7,1589
589,خبنیان,بنیان دیزل,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,قطعات یدکی و جانبی وسایل نقلیه موتوری, لغو پذیرش شده,Bonyan Diesel,IRO7BDZP0000,BDZP,BDZP1,IRO7BDZP0001,34,3430,7,1590
590,دشیری,شیرین دارو,پایه زرد,بازار پایه زرد فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی, لغو پذیرش شده,Shirin Daru,IRO7DSHP0003,DSHP,DSHP1,IRO7DSHP0001,43,4323,7,1591
591,کیسون,شرکت کیسون,پایه زرد,بازار پایه زرد فرابورس,انبوه سازی، املاک و مستغلات,پیمانکاری املاک و مستغلات, مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,S*Kayson,IRO7KSNP0006,KSNP,KSNP1,IRO7KSNP0001,70,7021,7,1592
592,نشار,کارخانجات پشمبافی افشار یزد,پایه زرد,بازار پایه زرد فرابورس,منسوجات,آماده سازی و ریسندگی نخ، پارچه بافی, قانون احکام دائمی برنامه های توسعه کشور,Afshar Co.,IRO7KPAP0004,KPAP,KPAP1,IRO7KPAP0001,17,1711,7,1593
593,وکادو,تکادو,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, قانون احکام دائمی برنامه های توسعه کشور,Takado,IRO7TKDP0007,TKDP,TKDP1,IRO7TKDP0001,56,5699,7,1594
594,وپسا,س. پتروشیمی ساختمان خلیج فارس,پایه زرد,بازار پایه زرد فرابورس,پیمانکاری صنعتی,سایر فعالیت های پیمانکاری, مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,Persian Gulf Inv.,IRO7PGIP0002,PGIP,PGIP1,IRO7PGIP0001,45,4599,7,1595
595,بتک,کارخانجات کابل سازی  تک,پایه نارنجی,بازار پایه نارنجی فرابورس,ماشین آلات و دستگاه های برقی,تولید سیم و کابل عایق, لغو پذیرش شده,Tak Cable,IRO7KTAP0000,KTAP,KTAP1,IRO7KTAP0001,31,3130,7,1596
596,سفارود,کارخانه فارسیت درود,پایه زرد,بازار پایه زرد فرابورس,سایر محصولات کانی غیرفلزی,تولید محصولات بتنی، سیمانی و گچ, لغو پذیرش شده,Farsit Drood,IRO7SFAP0008,SFAP,SFAP1,IRO7SFAP0001,54,5495,7,1597
597,فکمند,گسترش قطعه سازی کمند,پایه زرد,بازار پایه زرد فرابورس,ساخت محصولات فلزی,تولید سایر محصولات فلزی ساخته شده,-,Kamand Parts Mfg.,IRO7KPMP0000,KPMP,KPMP1,IRO7KPMP0001,28,2899,7,1598
598,تفیرو,مهندسی فیروزا,پایه زرد,بازار پایه زرد فرابورس,ماشین آلات و تجهیزات,تولید تجهیزات بالابر و جابجایی, لغو پذیرش شده,Firooza Co.,IRO7FROP0003,FROP,FROP1,IRO7FROP0001,29,2915,7,1599
599,غشوکو,شوکو پارس,پایه زرد,بازار پایه زرد فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید کاکائو، شکلات و شیرینی جات, لغو پذیرش شده,Shoko pars Co.,IRO7SPRP0007,SPRP,SPRP1,IRO7SPRP0001,42,4243,7,1600
600,رفاه,فروشگاه های زنجیره ای رفاه,پایه زرد,بازار پایه زرد فرابورس,خرده فروشی،باستثنای وسایل نقلیه موتوری,خرده فروشی انواع موادغذایی،نوشیدنی وغیره, مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,Refah Chain St.,IRO7REFP0005,REFP,REFP1,IRO7REFP0001,47,4711,7,1601
601,سکارون,سیمان کارون,پایه زرد,بازار پایه زرد فرابورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ, لغو پذیرش شده,Karoon Cement,IRO7KACP0009,KACP,KACP1,IRO7KACP0001,53,5394,7,1602
602,حبندر,دریایی و کشتیرانی خط دریابندر,پایه زرد,بازار پایه زرد فرابورس,حمل ونقل، انبارداری و ارتباطات,خدمات حمل و نقل دریایی, قانون احکام دائمی برنامه های توسعه کشور,Darya bandar Co,IRO7BNDP0004,BNDP,BNDP1,IRO7BNDP0001,60,6003,7,1603
603,نتوس,پشم  بافی  توس,پایه زرد,بازار پایه زرد فرابورس,منسوجات,آماده سازی و ریسندگی نخ، پارچه بافی, لغو پذیرش شده,Tous Woolen,IRO7PTOP0009,PTOP,PTOP1,IRO7PTOP0001,17,1711,7,1604
604,شمواد,تولید مواداولیه الیاف مصنوعی,پایه زرد,بازار پایه زرد فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود, لغو پذیرش شده,Man-madeFibres MFR,IRO7MFMP0000,MFMP,MFMP1,IRO7MFMP0001,44,4411,7,1605
605,وسدید,گروه صنعتی سدید,پایه زرد,بازار پایه زرد فرابورس,فلزات اساسی,استخراج سایر فلزات اساسی, لغو پذیرش شده,Sadid Group,IRO7SDIP0002,SDIP,SDIP1,IRO7SDIP0001,27,2799,7,1606
606,شرنگی,شیمیایی رنگین,پایه زرد,بازار پایه زرد فرابورس,محصولات شیمیایی,تولید رنگ، بتونه، جوهر, لغو پذیرش شده,Rangin,IRO7SHEP0002,SHEP,SHEP1,IRO7SHEP0001,44,4422,7,1607
607,شتولی,تولی پرس,پایه نارنجی,بازار پایه نارنجی فرابورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی, لغو پذیرش شده/عدم اظهارنظر,Tolypers,IRO7TOPP0009,TOPP,TOPP1,IRO7TOPP0001,44,4424,7,1608
608,ولراز,لیزینگ رازی,پایه زرد,بازار پایه زرد فرابورس,سایر واسطه گریهای مالی,لیزینگ مالی, قانون احکام دائمی برنامه های توسعه کشور,Razi Leasing Co,IRO7RAZP0005,RAZP,RAZP1,IRO7RAZP0001,58,5891,7,1609
609,ورازی,بیمه رازی,پایه زرد,بازار پایه زرد فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,بیمه غیرزندگی, قانون احکام دائمی برنامه های توسعه کشور,Razi Insurance,IRO7RZIP0007,RZIP,RZIP1,IRO7RZIP0001,66,6603,7,1610
610,ولتجار,واسپاری تجارت وسرمایه ایرانیان,پایه زرد,بازار پایه زرد فرابورس,سایر واسطه گریهای مالی,لیزینگ مالی, قانون احکام دائمی برنامه های توسعه کشور,Iranian Inv Co,IRO7GSIP0009,GSIP,GSIP1,IRO7GSIP0001,58,5891,7,1611
611,سامان,بانک سامان,پایه زرد,بازار پایه زرد فرابورس,بانکها و موسسات اعتباری,سایر واسطه های پولی, قانون احکام دائمی برنامه های توسعه کشور,S*Saman Bank,IRO7BSAP0002,BSAP,BSAP1,IRO7BSAP0001,57,5719,7,1612
612,ثزاگرس,سرمایه گذاری توسعه عمران زاگرس,پایه زرد,بازار پایه زرد فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده, قانون احکام دائمی برنامه های توسعه کشور,Omran Bakhtiari,IRO7CZGP0006,CZGP,CZGP1,IRO7CZGP0001,70,7010,7,1613
613,خلیبل,مالیبل سایپا,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,قطعات یدکی و جانبی وسایل نقلیه موتوری, قانون احکام دائمی برنامه های توسعه کشور,Malible Saipa,IRO7LIBP0001,LIBP,LIBP1,IRO7LIBP0001,34,3430,7,1614
614,ثعتما,س. ساختمانی اعتماد گستر,پایه نارنجی,بازار پایه نارنجی فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده, قانون احکام دائمی برنامه های توسعه کشور,Etemad Gostar,IRO7ETMP0004,ETMP,ETMP1,IRO7ETMP0001,70,7010,7,1615
615,ویسا,سرمایه گذاری ایساتیس پویا,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,Isatis Pooya,IRO7ISTP0004,ISTP,ISTP1,IRO7ISTP0001,56,5699,7,1616
616,ثنظام,س. ساختمانی نظام مهندسی ایران,پایه زرد,بازار پایه زرد فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده, قانون احکام دائمی برنامه های توسعه کشور,Eng. Council,IRO7NZMP0005,NZMP,NZMP1,IRO7NZMP0001,70,7010,7,1617
617,وسین,بیمه سینا,پایه زرد,بازار پایه زرد فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,بیمه غیرزندگی, قانون احکام دائمی برنامه های توسعه کشور,Sina Insurance,IRO7VSNP0003,VSNP,VSNP1,IRO7VSNP0001,66,6603,7,1618
618,وزمین,بانک ایران زمین,پایه قرمز,بازار پایه قرمز فرابورس,بانکها و موسسات اعتباری,سایر واسطه های پولی, لغو پذیرش شده/ عدم اظهارنظر,Iran Zamin Bank,IRO7ZMNP0005,ZMNP,ZMNP1,IRO7ZMNP0001,57,5719,7,1619
619,وتوسکا,سرمایه گذاری توسعه توکا,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,Touka Development,IRO7TDIP0001,TDIP,TDIP1,IRO7TDIP0001,56,5699,7,1620
620,دحاوی,الحاوی,پایه زرد,بازار پایه زرد فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی, قانون احکام دائمی برنامه های توسعه کشور,Alhavi Co,IRO7DHVP0008,DHVP,DHVP1,IRO7DHVP0001,43,4323,7,1621
621,ثجوان,تامین مسکن جوانان,پایه زرد,بازار پایه زرد فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده, قانون احکام دائمی برنامه های توسعه کشور,Tamin Javanan,IRO7SJVP0009,SJVP,SJVP1,IRO7SJVP0001,70,7010,7,1622
622,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,بازار پایه زرد فرابورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی, قانون احکام دائمی برنامه های توسعه کشور,Kashi Sadaf Co.,IRO7KSDP0008,KSDP,KSDP1,IRO7KSDP0001,49,4993,7,1623
623,کمینا,شیشه سازی مینا,پایه زرد,بازار پایه زرد فرابورس,سایر محصولات کانی غیرفلزی,تولید شیشه, قانون احکام دائمی برنامه های توسعه کشور,Mina Glass,IRO7MIGP0005,MIGP,MIGP1,IRO7MIGP0001,54,5410,7,1624
624,فافزا,فولاد افزا سپاهان,پایه زرد,بازار پایه زرد فرابورس,فلزات اساسی,تولید آهن و فولاد پایه, قانون احکام دائمی برنامه های توسعه کشور,Foolad Afza,IRO7FAFP0003,FAFP,FAFP1,IRO7FAFP0001,27,2710,7,1625
625,کباده,تولید خاک نسوزاستقلال آباده,پایه زرد,بازار پایه زرد فرابورس,سایر محصولات کانی غیرفلزی,تولید محصولات سرامیکی نسوز, قانون احکام دائمی برنامه های توسعه کشور,Abadeh fireclay,IRO7KBDP0007,KBDP,KBDP1,IRO7KBDP0001,54,5492,7,1626
626,شساخت,مهندسی و ساختمان صنایع نفت,پایه زرد,بازار پایه زرد فرابورس,استخراج نفت گاز و خدمات جنبی جز اکتشاف,خدمات جنبی استخراج نفت گاز جز اکتشاف, قانون احکام دائمی برنامه های توسعه کشور,Oil Engr. Constr,IRO7OECP0001,OECP,OECP1,IRO7OECP0001,11,1120,7,1627
627,خودکفا,اقتصادی و خودکفایی آزادگان,پایه زرد,بازار پایه زرد فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید کاکائو، شکلات و شیرینی جات, قانون احکام دائمی برنامه های توسعه کشور,Azadegan Co.,IRO7KHDP0001,KHDP,KHDP1,IRO7KHDP0001,42,4243,7,1628
628,وآفر,سرمایه گذاری ارزش آفرینان,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, قانون احکام دائمی برنامه های توسعه کشور,Arzesh Afarinan,IRO7AFRP0009,AFRP,AFRP1,IRO7AFRP0001,56,5699,7,1629
629,شکف,کف,پایه نارنجی,بازار پایه نارنجی فرابورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی, لغو پذیرش شده/عدم اظهارنظر,Kaf,IRO7KAFP0006,KAFP,KAFP1,IRO7KAFP0001,44,4424,7,1630
630,کفرآور,فرآورده های سیمان شرق,پایه زرد,بازار پایه زرد فرابورس,سایر محصولات کانی غیرفلزی,تولید محصولات بتنی، سیمانی و گچ, قانون احکام دائمی برنامه های توسعه کشور,Siman Shargh PR,IRO7KFRP0007,KFRP,KFRP1,IRO7KFRP0001,54,5495,7,1631
631,تابا,تابان نیرو سپاهان,پایه زرد,بازار پایه زرد فرابورس,خدمات فنی و مهندسی,سایر فعالیتهای حرفه ای علمی و فنی, قانون احکام دائمی برنامه های توسعه کشور,Sepahan Niroo,IRO7TABP0001,TABP,TABP1,IRO7TABP0001,74,7490,7,1632
632,واحیا,م .صنایع و معادن احیاء سپاهان,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, قانون احکام دائمی برنامه های توسعه کشور,Ehya Sepahan Co,IRO7VHYP0003,VHYP,VHYP1,IRO7VHYP0001,56,5699,7,1633
633,فافق,صنایع مس افق کرمان,پایه زرد,بازار پایه زرد فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Ofogh Kerman Cop.,IRO7OKCZ0001,OKCZ,OKCZ1,IRO7OKCZ0001,27,2720,7,1634
634,سفاسی,شرکت فارسیت اهواز,پایه زرد,بازار پایه زرد فرابورس,سایر محصولات کانی غیرفلزی,تولید محصولات بتنی، سیمانی و گچ, لغو پذیرش شده,Ahvaz Farsit,IRO7SFSP0008,SFSP,SFSP1,IRO7SFSP0001,54,5495,7,1635
635,خفناور,مهندسی صنعتی روان فن آور,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,قطعات یدکی و جانبی وسایل نقلیه موتوری, لغو پذیرش شده,Ravan Fan Avar,IRO7RFNZ0002,RFNZ,RFNZ1,IRO7RFNZ0001,34,3430,7,1636
636,فوکا,فولاد کاویان,پایه زرد,بازار پایه زرد فرابورس,فلزات اساسی,تولید آهن و فولاد پایه, لغو پذیرش شده,Folad Kavian,IRO7FVAP0003,FVAP,FVAP1,IRO7FVAP0001,27,2710,7,1637
637,خکاوه,سایپا دیزل,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,تولید وسایل نقلیه موتوری, لغو پذیرش شده,S*Saipa Diesel,IRO7SDLP0007,SDLP,SDLP1,IRO7SDLP0001,34,3410,7,1638
638,شصفها,پتروشیمی  اصفهان,پایه نارنجی,بازار پایه نارنجی فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود, لغو پذیرش شده/عدم اظهارنظر,Isfahan Pertr.,IRO7PESP0002,PESP,PESP1,IRO7PESP0001,44,4411,7,1639
639,بهیر,بین المللی س. ت. تجارت هیرمند,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,Hirmand Investment,IRO7HIRP0009,HIRP,HIRP1,IRO7HIRP0001,56,5699,7,1640
640,خکرمان,سرمایه گذاری آرمان گستر پاریز,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,تولید وسایل نقلیه موتوری, قانون احکام دائمی برنامه های توسعه کشور,Arman Gostar Pariz,IRO7KKHP0002,KKHP,KKHP1,IRO7KKHP0001,34,3410,7,1641
641,خپارس,پارس خودرو,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,تولید وسایل نقلیه موتوری, لغو پذیرش شده,Pars Khodro,IRO7PKOD0002,PKOD,PKOD1,IRO7PKOD0001,34,3410,7,1642
642,تشتاد,صنایع تولیدی اشتاد ایران,پایه زرد,بازار پایه زرد فرابورس,خودرو و ساخت قطعات,قطعات یدکی و جانبی وسایل نقلیه موتوری, لغو پذیرش شده,Ashtad Iran,IRO7ESHP0002,ESHP,ESHP1,IRO7ESHP0001,34,3430,7,1643
643,گکیش,توریستی ورفاهی آبادگران کیش,پایه زرد,بازار پایه زرد فرابورس,هتل و رستوران,هتل ها ، اردو و دیگر تدارکات اقامت کوتاه, قانون احکام دائمی برنامه های توسعه کشور,Abadgaran Kish,IRO7TRKP0001,TRKP,TRKP1,IRO7TRKP0001,55,5510,7,1644
644,وفتخار,سرمایه گذاری افتخارسهام,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,Eftekhar Saham INV,IRO7EFSP0004,EFSP,EFSP1,IRO7EFSP0001,56,5699,7,1645
645,جوین,کشت و صنعت جوین,پایه زرد,بازار پایه زرد فرابورس,زراعت و خدمات وابسته,کشاورزی، دامپروری و خدمات وابسته, قانون احکام دائمی برنامه های توسعه کشور,Jovain Agri.&Ind,IRO7JAIP0006,JAIP,JAIP1,IRO7JAIP0001,1,121,7,1646
646,لکما,کارخانجات مخابراتی ایران,پایه زرد,بازار پایه زرد فرابورس,ساخت دستگاه ها و وسایل ارتباطی,فرستنده رادیو، تلویزیون و تلفن و تلگراف, لغو پذیرش شده,Iran Tele Fact.,IRO7KMOP0001,KMOP,KMOP1,IRO7KMOP0001,32,3220,7,1647
647,آواپارس,بیمه اتکایی آوای پارس70% تادیه,پایه زرد,بازار پایه زرد فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,بیمه غیرزندگی, قانون احکام دائمی برنامه های توسعه کشور,Ava Pars Reins,IRO7AVPP0001,AVPP,AVPP1,IRO7AVPP0001,66,6603,7,1648
648,سلار,شرکت سیمان لارستان,پایه زرد,بازار پایه زرد فرابورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ, قانون احکام دائمی برنامه های توسعه کشور,Larestan Cement,IRO7LARP0001,LARP,LARP1,IRO7LARP0001,53,5394,7,1649
649,وثوق,سرمایه گذاری وثوق امین,پایه زرد,بازار پایه زرد فرابورس,سرمایه گذاریها,سایر واسطه های مالی, قانون احکام دائمی برنامه های توسعه کشور,Vosoogh Invest.,IRO7VOSP0002,VOSP,VOSP1,IRO7VOSP0001,56,5699,7,1650
650,لازما,کارخانه های صنعتی آزمایش,پایه نارنجی,بازار پایه نارنجی فرابورس,ماشین آلات و تجهیزات,تولید وسایل خانگی, لغو پذیرش شده/عدم اظهارنظر,Azmayesh,IRO7AZMP0000,AZMP,AZMP1,IRO7AZMP0001,29,2930,7,1651
651,حگردش,ریل گردش ایرانیان,پایه زرد,بازار پایه زرد فرابورس,حمل ونقل، انبارداری و ارتباطات,حمل و نقل از طریق خطوط راه آهن,-,Rail Gardesh Iran,IRO7RGIP0000,RGIP,RGIP1,IRO7RGIP0001,60,6010,7,1652
652,فسدید,لوله وتجهیزات  سدید - ورشکسته,پایه قرمز,بازار پایه قرمز فرابورس,فلزات اساسی,تولید آهن و فولاد پایه, لغو پذیرش شده/عدم اظهارنظر/ورشکستگی,SadidPipe-Bankrupt,IRO7LSDP0007,LSDP,LSDP1,IRO7LSDP0001,27,2710,7,1653
653,پلاست,کارخانجات تولیدی پلاستیران,پایه زرد,بازار پایه زرد فرابورس,لاستیک و پلاستیک,تولید محصولات پلاستیکی, لغو پذیرش شده,Plastiran,IRO7PLSP0003,PLSP,PLSP1,IRO7PLSP0001,25,2520,7,1654
654,پشاهن,تولیدی پلاستیک  شاهین,پایه زرد,بازار پایه زرد فرابورس,لاستیک و پلاستیک,تولید محصولات پلاستیکی, لغو پذیرش شده,Shahin Plastic,IRO7SHIP0008,SHIP,SHIP1,IRO7SHIP0001,25,2520,7,1655
655,کقزوی,شیشه  قزوین,پایه زرد,بازار پایه زرد فرابورس,سایر محصولات کانی غیرفلزی,تولید شیشه, لغو پذیرش شده,Qazvin Glass,IRO7SHQP0008,SHQP,SHQP1,IRO7SHQP0001,54,5410,7,1656
656,قجام,فرآوردههای غذایی وقندتربت جام,پایه زرد,بازار پایه زرد فرابورس,قند و شکر,تولید شکر, لغو پذیرش شده,Torbate Jaam S.,IRO7GTOP0000,GTOP,GTOP1,IRO7GTOP0001,38,3842,7,1657
657,لپیام,گسترش صنایع پیام,پایه زرد,بازار پایه زرد فرابورس,ساخت دستگاه ها و وسایل ارتباطی,گیرنده رادیو، تلویزیون و تجهیزات وابسته, لغو پذیرش شده,Payam Ind.,IRO7PYAP0008,PYAP,PYAP1,IRO7PYAP0001,32,3230,7,1658
658,غناب,روغن  نباتی  ناب,پایه زرد,بازار پایه زرد فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید روغن های حیوانی و نباتی, لغو پذیرش شده,Naab Ind.,IRO7RNAP0009,RNAP,RNAP1,IRO7RNAP0001,42,4214,7,1659
659,تپولا,مهندسی مرآت پولاد,پایه زرد,بازار پایه زرد فرابورس,خدمات فنی و مهندسی,سایر فعالیتهای حرفه ای علمی و فنی, قانون احکام دائمی برنامه های توسعه کشور,Merat Poolad,IRO7TPOP0009,TPOP,TPOP1,IRO7TPOP0001,74,7490,7,1660
660,قاروم,قند ارومیه,پایه زرد,بازار پایه زرد فرابورس,قند و شکر,تولید شکر, قانون احکام دائمی برنامه های توسعه کشور,Uroomie Sugar,IRO7GHUP0006,GHUP,GHUP1,IRO7GHUP0001,38,3842,7,1661
661,وامیر,گروه صنعتی و معدنی امیر,پایه زرد,بازار پایه زرد فرابورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن, قانون احکام دائمی برنامه های توسعه کشور,Amir Inds&MIN Grp.,IRO7AIMP0001,AIMP,AIMP1,IRO7AIMP0001,13,1320,7,1662
662,گپارس,امور رفاهی کارگزاران پارس,پایه زرد,بازار پایه زرد فرابورس,هتل و رستوران,هتل ها ، اردو و دیگر تدارکات اقامت کوتاه, قانون احکام دائمی برنامه های توسعه کشور,Pars Broker,IRO7PBRP0006,PBRP,PBRP1,IRO7PBRP0001,55,5510,7,1663
